image,attack,l_inf,l_inf_255,l2,l2_normalized,pixels_changed,pixels_changed_pct,total_pixels,avg_perturbation,avg_perturbation_255,perturbation_std,perturbation_median,ssim,R_max,G_max,B_max,R_mean,G_mean,B_mean
espresso.jpeg,pgd,0.3019607843137255,77.00000000000001,63.988910996267734,0.16492863834306332,50173,99.99402104591837,50176,0.13837769482793116,35.28631218112245,0.08973889524506595,0.12941176470588234,0.3797060873436284,0.3019607843137255,0.3019607843137255,0.3019607843137255,0.14003132503001203,0.1386077868647459,0.13649397258903562
espresso.jpeg,hc,0.0,0.0,0.0,0.0,0,0.0,50176,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fish.jpg,fgm,0.3019607843137255,77.00000000000001,101.74140660400955,0.2622340557614111,50105,99.8584980867347,50176,0.24404415411998132,62.231259300595234,0.09596432066628546,0.29803921568627456,0.08775179038069715,0.3019607843137255,0.3019607843137255,0.3019607843137255,0.22565127613545416,0.27407267594537804,0.2324085102791116
fish.jpg,pgd,0.3019607843137255,77.00000000000001,61.90277229650607,0.15955170646862452,50135,99.91828762755102,50176,0.13108925862011472,33.427760948129254,0.09095247831411081,0.1215686274509803,0.2927920872316414,0.3019607843137255,0.3019607843137255,0.3019607843137255,0.1225309655112045,0.14331865558723492,0.12741815476190477
fish.jpg,hc,0.2941176470588235,74.99999999999999,2.4225900838442804,0.00624412070108756,70,0.13950892857142858,50176,0.00020174736561291186,0.051445578231292526,0.006240860624162219,0.0,0.9944798763830665,0.28627450980392166,0.2901960784313726,0.2941176470588235,0.00017108405862344936,0.00021313212785114045,0.00022102591036414566
goblet.jpeg,fgm,0.3019607843137255,77.00000000000001,109.97743286738402,0.28346205567307214,50176,100.0,50176,0.27797824859110315,70.88445339073131,0.05548720858564388,0.3019607843137254,0.12018643519547456,0.3019607843137255,0.3019607843137255,0.3019607843137255,0.28409598214285703,0.2730801695678271,0.27675859406262504
goblet.jpeg,pgd,0.3019607843137255,77.00000000000001,66.47239999844483,0.17132972336063662,50175,99.99800701530613,50176,0.14616383011537945,37.27177667942176,0.0893868495520161,0.13725490196078438,0.2993510443089615,0.3019607843137255,0.3019607843137255,0.3019607843137255,0.14649109643857544,0.14301814475790317,0.14898224914965985
goblet.jpeg,hc,0.0,0.0,0.0,0.0,0,0.0,50176,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
goldfinch.jpeg,fgm,0.3019607843137255,77.00000000000001,108.13893174174983,0.2787233988882939,49925,99.49976084183673,50176,0.2690830759387088,68.61618436437074,0.0726707047661301,0.30196078431372547,0.1408542507114527,0.3019607843137255,0.3019607843137255,0.3019607843137255,0.2802694515306122,0.2794204400510203,0.24755933623449378
goldfinch.jpeg,pgd,0.3019607843137255,77.00000000000001,65.61716844758554,0.1691254011905113,50032,99.71301020408163,50176,0.14268639747565695,36.38503135629252,0.09079643882482531,0.13725490196078433,0.3425038429245708,0.3019607843137255,0.3019607843137255,0.3019607843137255,0.1445735325380152,0.1442901379301721,0.1391955219587835
